Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year
STARBUCKS COFFEE,Routine,05/09/2019,97,8520,ABRAMS,#100,75206,8520 ABRAMS RD #100,05/1/19,FY2019
THE AMADI GUESS FOUNDATION,Routine,05/24/2019,94,7700,BROOKHOLLOW,,75235,7700 BROOKHOLLOW DR,05/1/19,FY2019
THE HEIGHTS,Routine,05/23/2019,85,2015,ABRAMS,,75214,2015 ABRAMS PKWY,05/1/19,FY2019
THE KOSHER PALATE,Routine,05/30/2019,90,7989,BELTLINE,#154,75248,7989 BELTLINE RD #154,05/1/19,FY2019
ANNIE BLANTON ELEMENTARY,Routine,05/21/2019,96,8915,GREENMOUND,,75227,8915 GREENMOUND AVE,05/1/19,FY2019
HILTON RESTAURANT,Routine,05/29/2019,88,5954,LUTHER,#100,75225,5954 LUTHER LN #100,05/1/19,FY2019
FANNIN INNOVATION DESIGN,Routine,05/09/2019,88,4800,ROSS,,75204,4800 ROSS AVE,05/1/19,FY2019
T G TERRY SCH,Routine,05/28/2019,95,6661,GREENSPAN,,75232,6661 GREENSPAN DR,05/1/19,FY2019
PANADERIA Y RESTAURANTE MORAZAN,Routine,05/20/2019,80,426,JEFFERSON,#A,75208,426 W JEFFERSON BLVD #A,05/1/19,FY2019
LAS CHAMOYADA,Routine,05/20/2019,88,3223,DAWES,,75211,3223 DAWES DR,05/1/19,FY2019
MCCAMY ELEM CARROLLTON,Routine,02/12/2019,100,3443,BRIARGROVE,,75252,3443 BRIARGROVE LN,02/1/19,FY2019
JIMMY'S FOOD STORE,Routine,05/22/2019,81,4901,BRYAN,,75206,4901 BRYAN ST,05/1/19,FY2019
PLUCKERS WING BAR,Routine,05/14/2019,91,5500,GREENVILLE,#406,75206,5500 GREENVILLE AVE #406,05/1/19,FY2019
GINGER THAI COUISINE,Routine,06/04/2019,91,3797,FOREST,#107-,75234,3797 FOREST LN #107-,06/1/19,FY2019
DALLAS ATHLETIC CC MAIN KITCHEN,Routine,05/30/2019,89,4111,DALLAS ATHLETIC CLUB,,75228,4111 DALLAS ATHLETIC CLUB DR,05/1/19,FY2019
CANNON CORNER IRISH PUB,Routine,06/05/2019,90,1314,DAVIS,#110,75208,1314 W DAVIS ST #110,06/1/19,FY2019
EGG ROLL HUT,Routine,05/22/2019,70,4509,COLUMBIA,,75226,4509 COLUMBIA AVE,05/1/19,FY2019
SOUTHWEST AIRLINES STARBUCKS & RUNWAY CAFE,Routine,05/29/2019,93,2432,WYMAN,,75235,2432 WYMAN ST,05/1/19,FY2019
TIKKA KING,Routine,11/11/2019,80,11641,HARRY HINES,#201,75229,11641 HARRY HINES BLVD #201,11/1/19,FY2020
PARKER BARROWS,Routine,06/13/2019,80,338,DAVIS,,75208,338 W DAVIS ST,06/1/19,FY2019
POPE'S FRIED CHICKEN,Follow-up,05/30/2019,81,4502,EAST SIDE,,75226,4502 EAST SIDE AVE,05/1/19,FY2019
EL PAISANO,Routine,05/22/2019,98,2911,LOMBARDY,#A-1,75229,2911 LOMBARDY LN #A-1,05/1/19,FY2019
MELT ICE CREAMS,Routine,05/31/2019,88,405,BISHOP,#101,75208,405 N BISHOP AVE #101,05/1/19,FY2019
BREWED AND PRESSED,Routine,05/30/2019,88,3700,MCKINNEY,#108,75204,3700 MCKINNEY AVE #108,05/1/19,FY2019
H&G SUPPLY,Routine,05/22/2019,90,2008,GREENVILLE,,75206,2008 GREENVILLE AVE,05/1/19,FY2019
HIGHLAND MEADOWS ELEM SCH,Routine,05/22/2019,99,8939,WHITEWING,,75238,8939 WHITEWING LN,05/1/19,FY2019
PEAK PREPARATORY-PRIMARY SCHOOL,Routine,11/11/2019,94,1474,ANNEX,,75204,1474 ANNEX AVE,11/1/19,FY2020
COUNTRY BOY CONVENIENCE STORE,Routine,05/31/2019,96,733,BUCKNER,,75217,733 S BUCKNER BLVD,05/1/19,FY2019
BURGER FI,Routine,05/17/2019,97,5456,MOCKINGBIRD,#100,75206,5456 E MOCKINGBIRD LN #100,05/1/19,FY2019
JOHN Q ADAMS ELEM SCH,Routine,05/22/2019,99,8239,LAKE JUNE,,75217,8239 LAKE JUNE RD,05/1/19,FY2019
JEFERSON TOWER EVENT CENTER,Routine,05/22/2019,91,351,JEFFERSON,,75208,351 W JEFFERSON BLVD,05/1/19,FY2019
RISE,Routine,06/12/2019,93,5360,LOVERS,#220,75209,5360 W LOVERS LN #220,06/1/19,FY2019
CITY CAFE & BAKERY,Routine,05/23/2019,83,12101,GREENVILLE,#103,75243,12101 GREENVILLE AVE #103,05/1/19,FY2019
BAYLOR MEDICAL CENTER OF UPTOWN,Routine,05/21/2019,95,2727,LEMMON,,75204,2727 LEMMON AVE,05/1/19,FY2019
GILLEY'S,Routine,06/24/2017,96,1135,LAMAR,,75215,1135 S LAMAR ST,06/1/17,FY2017
ZOE'S KITCHEN,Routine,05/23/2019,88,2009,ABRAMS,,75214,2009 ABRAMS RD,05/1/19,FY2019
RAMADA INN,Routine,04/24/2019,80,1575,REGAL,,75247,1575 REGAL ROW,04/1/19,FY2019
SOUTHPAW'S ORGANIC GRILL,Routine,06/04/2019,87,3227,MCKINNEY,100,75204,3227 MCKINNEY AVE 100,06/1/19,FY2019
CINDI'S DELI & BAKERY,Routine,06/13/2019,82,3565,FOREST,,75234,3565 FOREST LN,06/1/19,FY2019
PHO CHAU RESTAURANT,Routine,05/22/2019,92,1640,MOCKINGBIRD,,75235,1640 W MOCKINGBIRD LN,05/1/19,FY2019
RECORD GRILL,Routine,04/29/2019,94,605,ELM,,75202,605 ELM ST,04/1/19,FY2019
T L MARSALIS ELEMENTARY,Routine,05/24/2019,97,5640,MARSALIS,,75241,5640 S MARSALIS AVE,05/1/19,FY2019
ACCENT FOOD SERVICES,Routine,06/11/2019,94,1355,RIVERBEND,,75247,1355 RIVERBEND DR,06/1/19,FY2019
CENTRAL CAFE & GRILL,Routine,06/03/2019,82,10000,CENTRAL,#129,75231,10000 N CENTRAL EXPW #129,06/1/19,FY2019
W A BLAIR ELEM SCHOOL,Routine,04/11/2019,94,7720,GAYGLEN,,75217,7720 GAYGLEN DR,04/1/19,FY2019
SUN RISE CAFE & GRILL,Routine,05/20/2019,88,1601,BRYAN,#105,75201,1601 BRYAN ST #105,05/1/19,FY2019
CAMP EL HAR,Routine,06/04/2019,84,5218,KIWANIS,,75236,5218 KIWANIS RD,06/1/19,FY2019
HAROLD BUDD ELEMENTARY,Routine,05/21/2019,87,2121,MARSALIS,,75216,2121 S MARSALIS AVE,05/1/19,FY2019
JACK IN THE BOX,Routine,06/12/2019,88,4402,MAPLE,,75219,4402 MAPLE AVE,06/1/19,FY2019
WALLACE ELEMENTARY,Routine,05/21/2019,95,9921,KIRKHAVEN,,75238,9921 KIRKHAVEN DR,05/1/19,FY2019
JACK IN THE BOX,Routine,06/01/2019,90,9661,SKILLMAN,,75243,9661 SKILLMAN ST,06/1/19,FY2019
DEL NORTE BAKERY 6,Routine,04/27/2019,97,7726,FERGUSON,,75228,7726 FERGUSON RD,04/1/19,FY2019
PULASKI'S DONUTS,Routine,06/12/2019,81,3012,INWOOD,#A,75235,3012 INWOOD RD STE #A,06/1/19,FY2019
TAQUERIA LA ESPERANZA,Routine,05/22/2019,90,2992,WALNUT HILL,#B,75229,2992 WALNUT HILL LN STE #B,05/1/19,FY2019
LA CASITA TACOS & PAPUSAS,Routine,05/14/2019,89,2636,FRANKFORD,#109,75287,2636 FRANKFORD RD STE #109,05/1/19,FY2019
PAPPADEAUX SEAFOOD,Routine,05/17/2019,97,10428,LOMBARDY,,75220,10428 LOMBARDY LN,05/1/19,FY2019
GASMART,Routine,05/21/2019,80,6005,R L THORNTON,,75232,6005 S R L THORNTON FRWY,05/1/19,FY2019
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,Routine,05/14/2019,88,6464,NORTHWEST,510,75225,6464 W NORTHWEST HWY 510,05/1/19,FY2019
ZIO AL'S PIZZA & PASTA,Routine,06/14/2019,78,15340,DALLAS,#2010,75248,15340 DALLAS PKWY #2010,06/1/19,FY2019
SOTO ELEMENTARY SCHOOL,Routine,05/14/2019,91,4510,JEFFERSON,,75211,4510 W JEFFERSON ST,05/1/19,FY2019
SUMO SHACK,Routine,05/20/2019,95,5629,SMU,#120,75206,5629 SMU BLVD #120,05/1/19,FY2019
SNAP KITCHEN,Routine,05/07/2019,86,4164,CENTRAL,,75204,4164 N CENTRAL EXPW,05/1/19,FY2019
TAQUERIA ACAMBARO,Routine,09/24/2018,100,9334,RL THORNTON,#214C,75228,9334 E RL THORNTON FRWY #214C,09/1/18,FY2018
TACO PRONTO,Routine,04/24/2019,85,6801,HARRY HINES,,75235,6801 HARRY HINES BLVD,04/1/19,FY2019
THELMA RICHARDSON ELEM SCHOOL,Routine,05/14/2019,99,7203,BRUTON,,75215,7203 BRUTON RD,05/1/19,FY2019
ANDREAS RESTAURANT,Routine,05/16/2019,87,7260,GASTON,,75214,7260 GASTON AVE,05/1/19,FY2019
ARAMARK,Routine,05/31/2019,97,333,WASHINGTON,,75246,333 N WASHINGTON AVE,05/1/19,FY2019
FOREST MEADOW JR HIGH,Routine,05/07/2019,95,9373,WHITEHURST,,75243,9373 WHITEHURST DR,05/1/19,FY2019
JR'S BAR,Routine,01/31/2017,97,3923,CEDAR SPRINGS,,75219,3923 CEDAR SPRINGS RD,01/1/17,FY2017
DICKEY'S BBQ,Routine,05/30/2019,90,9002,GARLAND,,75218,9002 GARLAND RD,05/1/19,FY2019
VAKA LOKKA,Routine,04/27/2019,93,4402,ASH,#120,75223,4402 ASH LN #120,04/1/19,FY2019
TACO BELL,Routine,06/05/2019,91,1702,COCKRELL HILL,,75212,1702 N COCKRELL HILL RD,06/1/19,FY2019
DANTE'S ITALIAN EATERY,Routine,05/21/2018,97,208,MARKET,#150,75202,208 N MARKET ST #150,05/1/18,FY2018
LOS GIRASOLES,Routine,05/09/2019,94,1639,BUCKNER,#802,75217,1639 S BUCKNER BLVD #802,05/1/19,FY2019
EL PULPO RESTAURANT,Routine,05/30/2019,82,7918,LAKE JUNE,,75217,7918 LAKE JUNE RD,05/1/19,FY2019
HAMPTON PREPARATORY,Routine,03/26/2019,98,8915,HAMPTON,,75232,8915 HAMPTON RD,03/1/19,FY2019
SWAMP CAFE,Routine,05/15/2019,96,17721,DALLAS,#104,75287,17721 DALLAS PKWY #104,05/1/19,FY2019
BERTA'S RESTAURANTE Y PANADERIA,Routine,05/24/2019,93,11363,DENTON,#207,75229,11363 DENTON DR #207,05/1/19,FY2019
WHATABURGER,Routine,05/13/2019,93,6061,GREENVILLE,,75206,6061 GREENVILLE AVE,05/1/19,FY2019
FRIENDSHIP WEST BAPTIST,Routine,05/23/2019,97,2020,WHEATLAND,,75224,2020 W WHEATLAND RD,05/1/19,FY2019
GATHER,Routine,04/23/2019,94,1601,ELM,#140,75230,1601 ELM ST #140,04/1/19,FY2019
RESTAURANT & BAR MONTERREY,Routine,05/24/2019,72,11255,GARLAND,#1400,75218,11255 GARLAND RD #1400,05/1/19,FY2019
LA NUEVA PUNTADA,Routine,05/30/2019,85,2445,BUCKNER,#190,75227,2445 S BUCKNER BLVD #190,05/1/19,FY2019
HAMPTON INN,Routine,04/25/2019,95,3051,STEMMONS,,75247,3051 N STEMMONS FRWY,04/1/19,FY2019
GREEN OAKS HOSPITAL DIETARY,Routine,06/14/2019,92,7808,CLODUS FIELDS,,75251,7808 CLODUS FIELDS DR,06/1/19,FY2019
GREEK CAFE,Routine,05/23/2019,81,334,DAVIS,,75208,334 W DAVIS ST,05/1/19,FY2019
ROGERS ELEMENTARY SCHOOL,Routine,05/28/2019,97,5314,ABRAMS,,75214,5314 ABRAMS RD,05/1/19,FY2019
TMGM,Routine,05/14/2019,95,2323,JIM MILLER,,75227,2323 N JIM MILLER RD,05/1/19,FY2019
TACOS EL REGIO,Routine,01/20/2017,90,5014,DAVIS,,75211,5014 W DAVIS ST,01/1/17,FY2017
T W BROWNE SCH,Routine,05/28/2019,96,3333,SPRAGUE,,75233,3333 SPRAGUE DR,05/1/19,FY2019
DALAT RESTAURANT & BAR,Routine,06/05/2019,80,2537,FITZHUGH,,75204,2537 N FITZHUGH AVE,06/1/19,FY2019
SOLAR PREPARATORY SCHOOL FOR GIRLS,Routine,05/16/2019,98,2617,HENDERSON,,75206,2617 N HENDERSON AVE,05/1/19,FY2019
SUNDOWN AT GRANADA UPSTAIR BAR,Routine,04/04/2019,97,3520,GREENVILLE,,75206,3520 GREENVILLE AVE,04/1/19,FY2019
DALLAS COMEDY HOUSE CAFE,Routine,09/27/2018,99,3025,MAIN,#100,75226,3025 MAIN ST #100,09/1/18,FY2018
50266 LOVERS SEAFOOD AND MARKET - RESTAURANT,Routine,05/07/2019,89,5200,LOVERS,#100,75209,5200 W LOVERS LN #100,05/1/19,FY2019
WINGSTOP,Routine,06/10/2019,85,5334,ROSS,#600,75206,5334 ROSS AVE #600,06/1/19,FY2019
S & K GROCERY,Routine,05/07/2017,96,2801,MARSALIS,,75216,2801 S MARSALIS AVE,05/1/17,FY2017
HERO BY HG SUPPLY,Routine,05/31/2019,75,3090,OLIVE,#B100,75219,3090 OLIVE ST #B100,05/1/19,FY2019
CREATIVE CUISINE,Routine,05/09/2019,87,8321,LEMMON,#250,75209,8321 LEMMON AVE #250,05/1/19,FY2019
MALIBU BAR,Routine,05/08/2019,94,4939,COLUMBIA,,75214,4939 COLUMBIA AVE,05/1/19,FY2019
THE MEAT SHOP,Routine,05/10/2019,87,4410,LOVERS,,75209,4410 W LOVERS LN,05/1/19,FY2019
MATTITO'S TEX MEX,Routine,06/06/2019,81,7778,FOREST,,75230,7778 FOREST LN,06/1/19,FY2019
TIENDA Y RESTAURANT LA CENTRAL,Routine,05/31/2019,82,2220,HIGHLAND,#B,75228,2220 HIGHLAND RD #B,05/1/19,FY2019
SHOP N GO,Routine,06/10/2019,85,8220,SPRING VALLEY,#103,75240,8220 SPRING VALLEY RD #103,06/1/19,FY2019
KP FOOD MART,Routine,06/06/2019,89,1928,ST AUGUSTINE,,75217,1928 S ST AUGUSTINE DR,06/1/19,FY2019
ASCHER SILBERSTEIN ELEMENTARY,Routine,05/13/2019,97,5940,HOLLIS,,75227,5940 HOLLIS AVE,05/1/19,FY2019
PAPPASITO'S CANTINA,Routine,05/17/2019,87,10433,LOMBARDY,,75220,10433 LOMBARDY LN,05/1/19,FY2019
KIPP OAK CLIFF,Routine,05/21/2019,95,3200,LANCASTER,,75216,3200 S LANCASTER RD,05/1/19,FY2019
MANNA FOOD STORE,Routine,05/13/2019,94,7010,BRUTON,,75217,7010 BRUTON RD,05/1/19,FY2019
PANDA EXPRESS,Routine,07/09/2018,98,15204,MONTFORT,,75248,15204 MONTFORT DR,07/1/18,FY2018
BREAD WINNERS CAFE & BAKERY,Routine,06/13/2019,85,5560,LOVERS,#260,75209,5560 W LOVERS LN #260,06/1/19,FY2019
HONDURAS FRESH COFFEE,Routine,04/27/2019,93,9219,GARLAND,#2109,75218,9219 GARLAND RD #2109,04/1/19,FY2019
IHOP,Routine,05/22/2019,85,1626,MOCKINGBIRD,,75235,1626 W MOCKINGBIRD LN,05/1/19,FY2019
MURPHYS RESTAURANT & LOUNGE,Routine,06/04/2019,62,10051,WHITEHURST,#100,75243,10051 WHITEHURST DR #100,06/1/19,FY2019
C G'S PIZZA & PASTA,Routine,05/21/2019,95,1201,ELM,#LL01,75270,1201 ELM ST #LL01,05/1/19,FY2019
DENNY'S,Routine,05/20/2019,95,2425,WALNUT HILL,,75229,2425 WALNUT HILL LN,05/1/19,FY2019
ALANKAR INC,Routine,05/28/2019,88,2600,LONE STAR,,75212,2600 LONE STAR DR,05/1/19,FY2019
CHILDREN'S HEALTH,Routine,05/30/2019,94,1340,EMPIRE CENTRAL,,75247,1340 EMPIRE CENTRAL,05/1/19,FY2019
HENDERSON CHICKEN,Routine,05/29/2019,91,3103,GRAND,,75215,3103 GRAND AVE,05/1/19,FY2019
MR. BIGOTES TAQUERIA,Routine,05/21/2019,96,2200,CLARENDON,,75208,2200 W CLARENDON DR,05/1/19,FY2019
RED LOBSTER,Routine,05/23/2019,96,10290,TECHNOLOGY,,75220,10290 E TECHNOLOGY BLVD,05/1/19,FY2019
GO 4IT SPORTS GRILL,Routine,05/29/2019,81,10677,NORTHWEST,#400,75238,10677 E NORTHWEST HWY #400,05/1/19,FY2019
AFC SUSHI,Routine,06/13/2019,96,9540,GARLAND,#321,75206,9540 GARLAND RD #321,06/1/19,FY2019
HONG KONG GARDEN RESTAURANT,Routine,06/10/2019,89,2649,HAMPTON,,75224,2649 S HAMPTON RD,06/1/19,FY2019
JACK POT CLUB,Routine,05/31/2019,95,10577,DENTON,,75220,10577 DENTON DR,05/1/19,FY2019
UMPHREY LEE SCH,Routine,05/24/2019,93,7808,RACINE,,75232,7808 RACINE DR,05/1/19,FY2019
PICASSO'S PIZZA,Routine,06/05/2019,84,12300,INWOOD,#116,75244,12300 INWOOD RD #116,06/1/19,FY2019
KITCHEN,Routine,05/11/2017,96,1515,BUCKNER,#301,75217,1515 S BUCKNER BLVD #301,05/1/17,FY2017
ST. JOHN'S EPISCOPAL SCHOOL,Routine,05/22/2019,90,848,HARTER,,75218,848 HARTER RD,05/1/19,FY2019
JAMES S HOGG SCHOOL,Routine,05/15/2019,95,1144,MADISON,,75208,1144 N MADISON AVE,05/1/19,FY2019
SONNY BRYAN'S SMOKEHOUSE,Routine,04/29/2019,98,2625,SEELCCO,,75235,2625 SEELCCO ST,04/1/19,FY2019
WILLIAMS FRIED CHICKEN,Routine,05/20/2019,94,3009,MLK,,75215,3009 MLK BLVD,05/1/19,FY2019
ASO ROCK RESTAURANT & LOUNGE,Routine,06/04/2019,66,9220,SKILLMAN,#115,75243,9220 SKILLMAN ST #115,06/1/19,FY2019
SASSETTA,Routine,04/25/2019,82,1617,HI LINE,#395,75207,1617 HI LINE DR #395,04/1/19,FY2019
2ND FL WARMING KITCHEN,Routine,09/28/2017,97,8803,STULTS,,75243,8803 STULTS,09/1/17,FY2017
TAQUERIA LA SALSA VERDE,Follow-up,06/06/2019,77,14225,COIT,,75254,14225 COIT,06/1/19,FY2019
MCDONALDS,Routine,04/21/2019,80,3520,STOREY,,75220,3520 STOREY LN,04/1/19,FY2019
BOSTON MARKET,Routine,05/13/2019,93,4635,FRANKFORD,,75287,4635 FRANKFORD RD,05/1/19,FY2019
HISSHO SUSHI,Routine,05/22/2019,85,2702,LOVE FIELD,#100,75235,2702 LOVE FIELD DR #100,05/1/19,FY2019
TERRY'S DONUTS,Routine,06/04/2019,91,9496,WEBB CHAPEL,,75220,9496 WEBB CHAPEL RD,06/1/19,FY2019
POPEYE'S,Routine,05/22/2019,92,12435,PLANO,,75243,12435 PLANO RD,05/1/19,FY2019
J L LONG JR HIGH,Routine,05/07/2019,86,6116,REIGER,,75214,6116 REIGER AVE,05/1/19,FY2019
CRISPY CHICKEN & RICE,Routine,05/28/2019,94,2943,BUCKNER,#250,75227,2943 S BUCKNER BLVD #250,05/1/19,FY2019
RAISING CANE'S CHICKEN FINGERS,Routine,06/06/2019,95,11748,CENTRAL,,75243,11748 N CENTRAL EXPW,06/1/19,FY2019
HARDEMAN'S BBQ & CATERING,Routine,05/30/2019,82,618,WESTMORELAND,,75211,618 S WESTMORELAND RD,05/1/19,FY2019
HUDSON FARMERS MARKET,Routine,01/30/2017,100,8008,CEDAR SPRINGS,C2836,75235,8008 CEDAR SPRINGS RD C2836,01/1/17,FY2017
GREEN PAPAYA,Follow-up,05/29/2019,83,3211,OAK LAWN,#B,75219,3211 OAK LAWN AVE #B,05/1/19,FY2019
"RESTAURANT Y FRUTERIA ""DOS HERMANOS""",Routine,04/27/2019,92,2212,HIGHLAND,,75228,2212 HIGHLAND RD,04/1/19,FY2019
EAST HAMPTON SANDWICH CO,Routine,05/21/2019,86,3888,OAK LAWN,#100,75219,3888 OAK LAWN AVE #100,05/1/19,FY2019
WEST DALLAS COMMUNITY SCHOOL,Routine,11/06/2018,100,2300,CANADA,,75212,2300 CANADA DR,11/1/18,FY2019
CHICK-FIL-A,Routine,06/05/2019,94,14897,PRESTON,,75254,14897 PRESTON RD,06/1/19,FY2019
MCDONALDS,Routine,06/03/2019,94,8333,LANCASTER,,75241,8333 S LANCASTER RD,06/1/19,FY2019
DENNIS WATER & BEER WINE,Routine,06/03/2019,96,11055,DENNIS,#3,75229,11055 DENNIS RD #3,06/1/19,FY2019
RESTAURANTE Y PUPUSERIA LA UNICA,Routine,05/15/2019,69,7325,FERGUSON,,75228,7325 FERGUSON RD,05/1/19,FY2019
ACCENT FOOD SERVICES,Routine,05/14/2019,100,17950,PRESTON,,75252,17950 PRESTON RD,05/1/19,FY2019
EL RIO GRANDE,Routine,03/28/2018,100,10909,WEBB CHAPEL,#131,75229,10909 WEBB CHAPEL RD #131,03/1/18,FY2018
TEQUILA RESTAURANTE Y BAR,Routine,05/17/2019,84,2620,WALNUT HILL,,75229,2620 WALNUT HILL LN,05/1/19,FY2019
C-STORE KITCHEN,Routine,06/06/2019,94,2903,ROYAL,,75229,2903 ROYAL LN,06/1/19,FY2019
EL TIZONCITO TAQUERIA,Routine,06/05/2019,87,3404,ILLINOIS,#100,75211,3404 W ILLINOIS AVE #100,06/1/19,FY2019
RACETRAC MARKET,Routine,02/22/2018,96,2506,INWOOD,,75235,2506 INWOOD RD,02/1/18,FY2018
THE SNOWCONE ISLAND,Routine,06/04/2019,87,8104,POLK,,75232,8104 S POLK ST,06/1/19,FY2019
CASITA TEX MEX BAR & GRILL,Routine,06/05/2019,82,5807,BLACKWELL,,75231,5807 BLACKWELL ST,06/1/19,FY2019
CAFE LAZIZ,Follow-up,05/20/2019,88,9203,SKILLMAN,#108,75243,9203 SKILLMAN ST #108,05/1/19,FY2019
WHOLE FOODS MARKET-GROCERY,Routine,12/08/2016,98,11700,PRESTON,714,75230,11700 PRESTON RD 714,12/1/16,FY2017
OLIVE GARDEN,Routine,05/30/2019,88,3351,CANYON BLUFF,,75238,3351 CANYON BLUFF BLVD,05/1/19,FY2019
LAS GUERAS RESTAURANT,Routine,04/30/2019,86,3334,IRVING,,75247,3334 IRVING BLVD,04/1/19,FY2019
RICE BOWL EXPRESS,Routine,05/24/2019,81,11419,GARLAND,#263,75218,11419 GARLAND RD #263,05/1/19,FY2019
EDGEMERE UPSTAIRS,Routine,01/11/2018,97,8523,THACKERY,,75225,8523 THACKERY ST,01/1/18,FY2018
JACK IN THE BOX,Routine,05/28/2019,90,7410,BONNIE VIEW,,75241,7410 BONNIE VIEW RD,05/1/19,FY2019
PANDA EXPRESS,Routine,04/21/2019,96,9411,WEBB CHAPEL,100,75220,9411 WEBB CHAPEL RD 100,04/1/19,FY2019
DALLAS DINER DONUTS,Follow-up,05/08/2019,94,10515,NORTHWEST,,75238,10515 E NORTHWEST HWY,05/1/19,FY2019
CHEF HOUSE RESTAURANT,Routine,05/30/2019,93,4028,CEDAR SPRINGS,,75219,4028 CEDAR SPRINGS RD,05/1/19,FY2019
ANDERSON'S BBQ,Routine,05/24/2019,91,5410,HARRY HINES,,75235,5410 HARRY HINES BLVD,05/1/19,FY2019
16232 CRAZY BROTHERS,Routine,05/24/2019,82,7812,GREAT TRINITY FOREST,#300,75217,7812 GREAT TRINITY FOREST WAY #300,05/1/19,FY2019
FRUTERIA CANO,Routine,06/12/2019,68,11255,GARLAND,#405,75218,11255 GARLAND RD #405,06/1/19,FY2019
RESTAURANTE EL VIAJERO,Follow-up,05/31/2019,87,9516,WEBB CHAPEL,,75220,9516 WEBB CHAPEL RD,05/1/19,FY2019
SAM'S CLUB 6373 PRODUCE,Routine,11/20/2016,100,6185,RETAIL,#100,75231,6185 RETAIL RD #100,11/1/16,FY2017
WE THE BIRDS MACARONS,Routine,06/06/2019,91,4101,BRYAN,#160,75204,4101 BRYAN ST #160,06/1/19,FY2019
SUSHI STAR,Routine,06/10/2019,85,5956,ROYAL,,75230,5956 ROYAL LN,06/1/19,FY2019
MCDONALDS,Routine,06/06/2019,97,10720,PRESTON,#1102,75230,10720 PRESTON RD STE #1102,06/1/19,FY2019
WOLFGANG PUCK'S CATERING,Routine,05/28/2019,96,2001,FLORA,,75201,2001 FLORA ST,05/1/19,FY2019
TACO BELL,Routine,12/11/2017,96,4616,FRANKFORD,,75287,4616 FRANKFORD RD,12/1/17,FY2018
SHOP N GO,Routine,05/16/2019,86,4950,COLUMBIA,,75214,4950 COLUMBIA AVE,05/1/19,FY2019
FCG LAKE HIGHLANDS LLC dba FISH CITY GRILL,Routine,05/23/2019,75,7170,SKILLMAN,#100,75231,7170 SKILLMAN #100,05/1/19,FY2019
LA DUNI LATIN KITCHEN,Routine,05/28/2019,87,8687,CENTRAL,#1516,75231,8687 N CENTRAL EXPW #1516,05/1/19,FY2019
CHURCH'S CHICKEN,Routine,05/09/2019,87,10201,C F HAWN,,75217,10201 C F HAWN FRWY,05/1/19,FY2019
OLIVER WENDELL HOLMES,Routine,05/21/2019,92,2001,KIEST,,75216,2001 E KIEST BLVD,05/1/19,FY2019
BUDA JUICE,Routine,05/31/2019,92,5307,MOCKINGBIRD,#107,75206,5307 E MOCKINGBIRD LN #107,05/1/19,FY2019
STERLING HOTEL BANQUET,Routine,04/25/2019,84,1055,REGAL,3RD F,75247,1055 REGAL ROW 3RD F,04/1/19,FY2019
MEXICO LINDO,Routine,05/28/2019,93,7515,EAST GRAND,,75214,7515 EAST GRAND AVE,05/1/19,FY2019
WALNUT FOOD MART,Routine,05/16/2019,87,9790,WALNUT,,75243,9790 WALNUT ST,05/1/19,FY2019
SIGNATURE SERVICES INC,Routine,04/29/2019,80,2705,HAWES,,75235,2705 HAWES AVE,04/1/19,FY2019
TANOSHI RAMEN,Routine,05/14/2019,87,2724,COMMERCE,,75226,2724 COMMERCE ST,05/1/19,FY2019
TACOS Y MAS,Routine,05/23/2019,88,4123,CEDAR SPRINGS,105,75219,4123 CEDAR SPRINGS RD 105,05/1/19,FY2019
BELMONT VILLAGE TURTLE CREEK TENANT,Routine,05/30/2019,94,3535,HALL,,75219,3535 N HALL ST,05/1/19,FY2019
FRIDAS TACOLANDIA,Routine,06/06/2019,89,1150,KIEST,#400A,75224,1150 W KIEST BLVD #400A,06/1/19,FY2019
15709 URBAN CHANGE FOR LIFE,Routine,06/05/2019,85,4909,LANCASTER,,75216,4909 S LANCASTER RD,06/1/19,FY2019
CRETIA'S,Routine,05/23/2019,83,228,DAVIS,,75208,228 W DAVIS ST,05/1/19,FY2019
GOURMALEO,Routine,06/12/2019,95,2019,EDGEFIELD,#120,75224,2019 S EDGEFIELD AVE #120,06/1/19,FY2019
THAI 2 GO,Routine,05/24/2019,70,2222,MEDICAL DISTRICT,,75235,2222 MEDICAL DISTRICT DR,05/1/19,FY2019
WHITE ROCK ELEMENTARY,Routine,05/10/2019,91,9229,CHISWELL,,75238,9229 CHISWELL RD,05/1/19,FY2019
CAFE EXPRESS,Routine,04/29/2019,83,5600,LOVERS,#109,75209,5600 W LOVERS LN #109,04/1/19,FY2019
KFC,Routine,06/11/2019,92,11333,GARLAND,,75218,11333 GARLAND RD,06/1/19,FY2019
LUCKY TEXAN 3,Routine,10/22/2019,90,10110,HARRY HINES,,75220,10110 HARRY HINES BLVD,10/1/19,FY2020
STARBUCKS,Routine,12/15/2017,100,3757,FOREST,,75234,3757 FOREST LN,12/1/17,FY2018
RICE KITCHEN,Routine,05/14/2019,83,4727,FRANKFORD,#405,75287,4727 FRANKFORD RD #405,05/1/19,FY2019
LUIGUI PIZZA & PAZTA BAR,Routine,05/22/2019,75,1636,MOCKINGBIRD,,75235,1636 W MOCKINGBIRD LN,05/1/19,FY2019
