restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long
FORESTRIDGE ELEMENTARY,Routine,09/04/2019,99,10330,BUNCHBERRY,,75243,10330 BUNCHBERRY DR,Sep 2019,FY2019,32.921804, -96.707276
VALERO CORNER STORE# 2417,Routine,12/02/2019,94,7887,MCCALLUM,,75252,7887 MCCALLUM BLVD,Dec 2019,FY2020,32.98793, -96.768616
ALEX SPENCE SCHOOL,Routine,11/20/2019,94,4001,CAPITOL,,75204,4001 CAPITOL AVE,Nov 2019,FY2020,32.807126, -96.787191
EL CATRIN,Routine,10/24/2019,81,835,JEFFERSON,,75208,835 W JEFFERSON BLVD,Oct 2019,FY2020,34.026129, -118.102396
DBU - STUDY GROUNDS,Routine,11/22/2019,97,3000,MOUNTAIN CREEK,,75211,3000 MOUNTAIN CREEK PKWY,Nov 2019,FY2020,32.711523, -96.951511
SUBWAY SANDWICHES,Routine,12/04/2019,92,10233,NORTHWEST,#502A,75238,10233 E NORTHWEST HWY #502A,Dec 2019,FY2020,32.86447, -96.708385
ZOE'S KITCHEN,Routine,11/26/2019,90,3878,OAK LAWN,#314,75219,3878 OAK LAWN #314,Nov 2019,FY2020,0,0
LIFE IN DEEP ELLUM,Routine,12/03/2019,94,2803,TAYLOR,,75201,2803 TAYLOR ST,Dec 2019,FY2020,32.781363, -96.78229
WAFFLE HOUSE,Routine,12/09/2019,96,8111,RL THRONTON,,75228,8111 E RL THRONTON FRWY,Dec 2019,FY2020,32.794433, -96.701332
COMPASS GROUP/CANTEEN VENDING COSTCO DRY/WET #288,Routine,08/23/2019,100,3730,MOUNTAIN CREEK,,75236,3730 MOUNTAIN CREEK PKWY,Aug 2019,FY2019,32.692949, -96.963048
TACOS & TEQUILA 1ST FLOOR,Routine,11/19/2019,90,2800,ROUTH,#155,75201,2800 ROUTH ST #155,Nov 2019,FY2020,32.798287, -96.80398
SPROUTS FARMERS MARKET DELI/BAKERY/ SUSHI,Routine,12/03/2019,81,1800,HENDERSON,,75206,1800 N HENDERSON AVE,Dec 2019,FY2020,32.81051, -96.773518
BURGER KING,Routine,12/03/2019,94,2525,DAVIS,,75211,2525 W DAVIS ST,Dec 2019,FY2020,32.749524, -96.859084
BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,Follow-up,11/25/2019,80,13378,PRESTON,,75240,13378 PRESTON RD,Nov 2019,FY2020,44.949504, -93.449012
DAN F LONG JR HIGH SCHOOL,Routine,09/05/2019,100,2525,FRANKFORD,,75252,2525 FRANKFORD RD,Sep 2019,FY2019,43.479789, -83.326551
O SUSHI,Routine,11/05/2019,86,400,ST PAUL,#105,75201,400 N ST PAUL ST STE #105,Nov 2019,FY2020,32.784394, -96.798199
AFC SUSHI @ ALBERTSON'S,Routine,12/05/2019,98,9540,GARLAND,#321,75206,9540 GARLAND RD #321,Dec 2019,FY2020,32.833359, -96.702624
THE MERIDIAN AT KESSLER PARK (SERVING AREA),Routine,12/06/2019,89,2522,FORT WORTH,,75211,2522 FORT WORTH AVE,Dec 2019,FY2020,32.758769, -96.863367
JOHN W CARPENTER SCH,Routine,12/11/2019,95,2121,TOSCA,,75224,2121 TOSCA LN,Dec 2019,FY2020,32.694702, -96.852915
YOGURTTI,Routine,12/04/2019,92,4520,FRANKFORD RD #A1000,,75287,4520 FRANKFORD RD #A1000,Dec 2019,FY2020,32.99745, -96.831106
VILLAGE BURGER BAR,Routine,11/21/2019,91,1845,WOODALL RODGERS,#200,75201,1845 WOODALL RODGERS FRWY #200,Nov 2019,FY2020,32.788399, -96.80345
J'S DONUTS,Routine,11/15/2019,81,5315,GREENVILLE,,75206,5315 GREENVILLE AVE,Nov 2019,FY2020,32.851752, -96.769839
HOWARD WANG CHINA GRILL,Routine,12/04/2019,81,4343,NORTHWEST,#345,75220,4343 W NORTHWEST HWY #345,Dec 2019,FY2020,32.863914, -96.83605
SHAKE SHACK - OLD TOWN,Routine,11/20/2019,92,5500,GREENVILLE,#505,75206,5500 GREENVILLE AVE #505,Nov 2019,FY2020,32.853549, -96.769299
CC YOUNG (LEVEL 2 CAFE),Routine,11/26/2019,100,4849,LAWTHER,,75214,4849 W LAWTHER DR,Nov 2019,FY2020,32.85442, -96.730528
FANNIN INNOVATION DESIGN,Routine,11/20/2019,95,4800,ROSS,,75204,4800 ROSS AVE,Nov 2019,FY2020,32.805872, -96.776585
WEST DAVIS FOOD MART,Routine,12/03/2019,98,619,DAVIS,,75208,619 W DAVIS ST,Dec 2019,FY2020,32.766822, -96.605207
SECOND FLOOR BACK OF HOUSE,Routine,11/13/2019,97,555,LAMAR,#100,75202,555 S LAMAR ST #100,Nov 2019,FY2020,32.775343, -96.803021
OUR LADY OF PERPETUAL,Routine,12/04/2019,93,7625,CORTLAND,,75235,7625 CORTLAND AVE,Dec 2019,FY2020,32.836665, -96.85258
J N ERVIN ELEMENTARY,Routine,12/04/2019,91,3722,BLACK OAK,,75241,3722 BLACK OAK DR,Dec 2019,FY2020,32.680463, -96.76303
MARISCOS LA MAREA,Routine,11/20/2019,84,9404,OVELLA,,75220,9404 OVELLA AVE,Nov 2019,FY2020,32.855854, -96.868255
WHICH WICH SUPERIOR SANDWICHES,Routine,11/26/2019,94,2626,HOWELL,#170,75204,2626 HOWELL ST #170,Nov 2019,FY2020,32.799319, -96.802132
REFRESQUIERIA SAN LUIS,Routine,12/09/2019,89,11200,HARRY HINES,#S4,75211,11200 HARRY HINES BLVD #S4,Dec 2019,FY2020,32.889045, -96.888727
TACO BELL #367,Routine,12/12/2019,93,3470,ILLINOIS,,75216,3470 W ILLINOIS AVE,Dec 2019,FY2020,32.720264, -96.878622
LOS SAPITOS,Routine,11/14/2019,81,2260,ILLINOIS,,75224,2260 W ILLINOIS AVE,Nov 2019,FY2020,32.720202, -96.855327
WHOLE FOODS MARKET (HOT BAR),Routine,11/20/2019,100,8190,PARK,#351,75231,8190 PARK LN #351,Nov 2019,FY2020,35.572853, -120.548491
APP#47833 CAKE RATTLE & ROLL,Routine,11/19/2019,91,3011,GULDEN,117,75212,3011 GULDEN LN 117,Nov 2019,FY2020,32.778945, -96.827713
RITZ CARLTON HOTEL - GIFT SHOP,Routine,11/11/2019,100,2121,MCKINNEY,#101,75201,2121 MCKINNEY AVE #101,Nov 2019,FY2020,32.792274, -96.803059
DENNY'S #7711,Routine,12/09/2019,82,8233,RL THORNTON,,75228,8233 E RL THORNTON FRWY,Dec 2019,FY2020,32.794501, -96.69892
LUCKY TEXAS #2,Routine,11/08/2019,92,3603,MARVIN D LOVE,#100,75224,3603 MARVIN D LOVE FRWY #100,Nov 2019,FY2020,32.700157, -96.837709
KOLACHE CORNER,Routine,11/19/2019,91,1081,AKARD,,75215,1081 S AKARD ST,Nov 2019,FY2020,32.772586, -96.794898
LA NUEVA PUNTADA,Routine,11/13/2019,88,7798,SPRING VALLEY,,75254,7798 SPRING VALLEY RD,Nov 2019,FY2020,32.939848, -96.77178
COAL VINES,Routine,11/14/2019,95,665,LAMAR,#120,75202,665 S LAMAR ST #120,Nov 2019,FY2020,32.269998, -94.97752
TEXADELPHIA,Follow-up,12/13/2019,85,5500,GREENVILLE,#600,75206,5500 GREENVILLE AVE #600,Dec 2019,FY2020,32.853549, -96.769299
FAJITTA PETE'S,Routine,11/25/2019,89,6090,CAMPBELL,#124,75248,6090 CAMPBELL RD #124,Nov 2019,FY2020,32.983111, -96.802215
MARTINEZ ELEM SCHOOL,Routine,11/19/2019,95,4500,BERNAL,,75212,4500 BERNAL DR,Nov 2019,FY2020,32.787852, -96.894314
TACOS LA ADDICCION,Routine,12/11/2019,89,4970,ILLINOIS,,75211,4970 W ILLINOIS AVE,Dec 2019,FY2020,32.720396, -96.908145
MESERO RESTAURANTS,Routine,12/11/2019,92,2375,VICTORY PARK,#180,75201,2375 VICTORY PARK LN #180,Dec 2019,FY2020,32.787038, -96.809347
SMOOTHIE FACTORY,Routine,11/13/2019,87,7522,CAMPBELL,#106,75248,7522 CAMPBELL RD #106,Nov 2019,FY2020,32.978201, -96.770407
VALERO CORNER STORE #2418,Routine,11/14/2019,89,4712,HAVERWOOD,,75252,4712 HAVERWOOD LN,Nov 2019,FY2020,33.007271, -96.828521
HAMPTON PREP PRIMARY,Routine,12/06/2019,96,9191,STONEVIEW,,75237,9191 STONEVIEW DR,Dec 2019,FY2020,32.638125, -96.859323
FRUITLANDIA,Routine,11/24/2019,83,10788,HARRY HINES,#G-8,75220,10788 HARRY HINES BLVD #G-8,Nov 2019,FY2020,32.874047, -96.883685
MAGGIANO'S LITTLE ITALY,Routine,12/12/2019,87,8687,CENTRAL,205,75231,8687 N CENTRAL EXPW 205,Dec 2019,FY2020,32.869358, -96.770707
LAS HADAS MEXICAN & SEAFOOD,Routine,11/18/2019,83,11311,HARRY HINES,#601,75229,11311 HARRY HINES BLVD #601,Nov 2019,FY2020,32.894283, -96.891012
NORTHWEST HWY QUICK STOP,Routine,11/20/2019,87,2745,NORTHWEST,,75220,2745 W NORTHWEST HWY,Nov 2019,FY2020,32.858033, -96.874075
MCDONALDS,Routine,09/13/2019,99,2407,HAMPTON,,75224,2407 S HAMPTON RD,Sep 2019,FY2019,32.721517, -96.857095
BRYAN ADAMS HIGH SCHOOL,Routine,11/14/2019,92,2101,MILLMAR,,75228,2101 MILLMAR DR,Nov 2019,FY2020,32.82652, -96.683166
DAIRY QUEEN,Routine,12/11/2019,74,14815,COIT,,75248,14815 COIT RD,Dec 2019,FY2020,32.951483, -96.768967
FULLL,Routine,12/04/2019,92,600,PEARL,#G202,75201,600 N PEARL EXPW #G202,Dec 2019,FY2020,0,0
LATIN DELI DOWNTOWN,Routine,11/11/2019,88,701,COMMERCE,#120,75202,701 COMMERCE ST #120,Nov 2019,FY2020,39.85279, -84.538131
MARRIOTT MAIN KITCHEN,Routine,12/04/2019,90,650,PEARL,,75201,650 N PEARL EXPW,Dec 2019,FY2020,0,0
KROGER #588 STARBUCKS,Routine,11/18/2019,89,9140,FOREST,,75234,9140 FOREST LN,Nov 2019,FY2020,32.909068, -96.744992
MARRIOTT/CENTRIC,Routine,02/04/2019,93,650,PEARL,,75201,650 N PEARL EXPW,Feb 2019,FY2019,0,0
HATCHWAYS,Routine,11/04/2019,96,2346,VICTORY PARK,,75219,2346 VICTORY PARK LN,Nov 2019,FY2020,32.786756, -96.809287
TIMES TEN CELLARS,Routine,08/20/2019,100,6324,PROSPECT,,75214,6324 PROSPECT AVE,Aug 2019,FY2019,32.815006, -96.753872
SAGE DINING URSULINE ACADEMY,Routine,11/11/2019,83,4900,WALNUT HILL,,75229,4900 WALNUT HILL LN,Nov 2019,FY2020,32.880116, -96.823829
MURPHY'S DELI (2nd floor),Routine,11/04/2019,80,8350,CENTRAL,M1075,75206,8350 N CENTRAL EXPW STE# M1075,Nov 2019,FY2020,32.704958, -96.748498
SONIC DRIVE IN,Routine,11/15/2019,96,1330,EMPIRE CENTRAL,,75247,1330 EMPIRE CENTRAL DR,Nov 2019,FY2020,32.826779, -96.870567
WHATABURGER #707,Routine,11/13/2019,91,2741,STEMMONS,,75207,2741 N STEMMONS FRWY,Nov 2019,FY2020,32.809378, -96.846852
RAUL QUINTANILLA,Routine,12/02/2019,100,2700,REMOND,,75211,2700 REMOND DR,Dec 2019,FY2020,32.764066, -96.866136
GONZALEZ RESTAURANT,Routine,09/03/2019,90,367,JEFFERSON,,75208,367 W JEFFERSON BLVD,Sep 2019,FY2019,32.743189, -96.827674
BAKERS RIBS,Routine,08/19/2019,86,6516,NORTHWEST,,75231,6516 E NORTHWEST HWY,Aug 2019,FY2019,32.856353, -96.748213
RONALD MCDONALD HOUSE OF DALLAS,Routine,09/12/2019,94,4707,BENGAL,,75235,4707 BENGAL ST,Sep 2019,FY2019,32.810743, -96.82977
BAYLOR UNIVERSITY MED CTR 17TH,Routine,08/21/2019,95,3500,GASTON,,75246,3500 GASTON AVE,Aug 2019,FY2019,32.342322, -86.31818
PEI WEI ASIAN DINER,Routine,09/04/2019,85,9540,GARLAND,#383,75218,9540 GARLAND RD #383,Sep 2019,FY2019,32.833359, -96.702624
ZAGUAN EXPRESS,Routine,08/29/2019,80,325,ST PAUL,C1&C6,75201,325 N ST PAUL ST SUIT C1&C6,Aug 2019,FY2019,37.688453, -97.375862
LUCKY TEXAS #2 / TAQUERIA,Routine,08/21/2019,76,3603,MARVIN D LOVE,#100,75224,3603 MARVIN D LOVE FRWY #100,Aug 2019,FY2019,32.700157, -96.837709
"EL FOGONCITO, LLC",Routine,08/21/2019,80,1220,RIVER BEND,#140,75247,1220 RIVER BEND DR #140,Aug 2019,FY2019,32.816748, -96.863887
HILLCREST CAFE,Routine,09/05/2019,80,12720,HILLCREST,#107,75230,12720 HILLCREST RD #107,Sep 2019,FY2019,32.922291, -96.786172
LE BILBOQUET,Routine,09/10/2019,89,4514,TRAVIS,#124,75205,4514 TRAVIS ST #124,Sep 2019,FY2019,32.822501, -96.790952
J PEPE'S,Routine,08/12/2019,85,2720,STEMMONS,#100,75207,2720 N STEMMONS FRWY #100,Aug 2019,FY2019,32.808687, -96.843855
HAPPIEST HOUR,Routine,08/28/2019,74,2616,OLIVE,,75201,2616 OLIVE ST,Aug 2019,FY2019,42.513912, -92.4547
TAQUERIA CHIMALHUACAH,Routine,09/09/2019,89,13350,AUDELIA,#100,75243,13350 AUDELIA RD #100,Sep 2019,FY2019,32.931073, -96.717957
KONG CHINA BUFFET,Routine,09/06/2019,76,1150,KIEST,#325,75224,1150 W KIEST BLVD #325,Sep 2019,FY2019,32.705753, -96.842061
AGGIES AFRICAN RESTAURANT LLC,Routine,09/04/2019,82,9205,SKILLMAN,#134,75243,9205 SKILLMAN ST #134,Sep 2019,FY2019,32.9029, -96.716255
HAWTHORN DALLAS NEAR THE GALLERIA,Routine,09/04/2019,96,7880,ALPHA,,75240,7880 ALPHA RD,Sep 2019,FY2019,32.927476, -96.770888
AUDELIA CREEK ELEMENTARY,Routine,08/26/2019,96,12600,AUDELIA,,75243,12600 AUDELIA RD,Aug 2019,FY2019,32.918105, -96.717603
LA NUEVA PUNTADA,Routine,08/23/2019,88,801,HILLBURN,,75217,801 HILLBURN DR,Aug 2019,FY2019,32.905633, -96.025826
JACK IN THE BOX #3837,Routine,08/20/2019,97,4703,GREENVILLE,,75206,4703 GREENVILLE AVE,Aug 2019,FY2019,32.844932, -96.770146
PLAZA #1065 EISENBERG #101,Routine,03/07/2019,100,2500,VICTORY,#1065,75201,2500 VICTORY AVE PLZA #1065,Mar 2019,FY2019,27.281226, -80.275011
CAFE TACUBA RESTAURANT,Routine,08/15/2019,89,9334,RL THORNTON,#232,75228,9334 E RL THORNTON FRWY #232,Aug 2019,FY2019,32.797067, -96.68472
DALLAS FISH MARKET & CHOP HOUSE BURGER,Routine,07/29/2019,82,1501,MAIN,#FL1,75201,1501 MAIN ST #FL1,Jul 2019,FY2019,37.36596, -81.10256
LA CALLE DOCE,Routine,08/22/2019,80,415,TWELTH,,75208,415 W TWELTH ST,Aug 2019,FY2019,39.076414, -84.516037
JOHN'S SEAFOOD & CHICKEN,Routine,08/22/2019,86,4925,BONNIE VIEW,,75241,4925 BONNIE VIEW RD,Aug 2019,FY2019,32.693719, -96.771694
MUMBAI GRILL,Routine,09/04/2019,89,17370,PRESTON,#490,75252,17370 PRESTON RD #490,Sep 2019,FY2019,32.98966, -96.801854
THE HILLCREST OF NORTH DALLAS,Routine,08/27/2019,97,18648,HILLCREST,,75252,18648 HILLCREST RD,Aug 2019,FY2019,33.005021, -96.783437
CHICK-FIL-A AT NORTHPARK,Routine,08/07/2019,97,8687,CENTRAL,#2386,75225,8687 N CENTRAL EXPW #2386,Aug 2019,FY2019,32.869358, -96.770707
EMILIO'S MEXICAN KITCHEN,Routine,08/27/2019,81,6243,RETAIL,,75201,6243 RETAIL RD,Aug 2019,FY2019,32.861673, -96.752773
LITTLE GREEK PRESTON HOLLOW,Routine,09/11/2019,95,9665,CENTRAL,,75225,9665 N CENTRAL EXPW,Sep 2019,FY2019,32.879166, -96.770695
DALLAS TACO'S PANCHO,Routine,08/16/2019,75,2445,NORTHWEST,#101,75220,2445 W NORTHWEST HWY #101,Aug 2019,FY2019,32.858777, -96.882455
PILOT TRAVEL CENTER (WENDY'S),Routine,07/24/2019,94,8787,LANCASTER,,75241,8787 S LANCASTER RD,Jul 2019,FY2019,32.641924, -96.779295
WOK N GO,Routine,09/11/2019,84,3260,IRVING,#300,75247,3260 IRVING BLVD #300,Sep 2019,FY2019,32.807882, -96.872112
FONDITA LA PASADITA,Routine,08/24/2019,81,10788,HARRY HINES,,75220,10788 HARRY HINES BLVD,Aug 2019,FY2019,32.874047, -96.883685
GOLDEN CORRAL,Routine,09/03/2019,88,3502,CAMP WISDOM,,75237,3502 W CAMP WISDOM RD,Sep 2019,FY2019,32.662293, -96.877789
MARISCOS LA REYNA,Routine,08/19/2019,80,2406,FITZHUGH,,75204,2406 N FITZHUGH AVE,Aug 2019,FY2019,32.811392, -96.78232
LONE STAR WINGS,Routine,08/12/2019,91,6155,SAMUELL,#200,75228,6155 SAMUELL BLVD #200,Aug 2019,FY2019,32.79226, -96.698376
STATLER BALLROOM KITCHEN,Routine,09/07/2019,93,1914,COMMERCE,,75201,1914 COMMERCE ST,Sep 2019,FY2019,32.78078, -96.794907
LA MOVIDA GRILL & BAR,Routine,08/14/2019,94,1222,RIVERFRONT,,75207,1222 RIVERFRONT BLVD,Aug 2019,FY2019,0,0
THE PARLOR,Routine,09/04/2019,94,400,OLIVE,,75201,400 N OLIVE ST,Sep 2019,FY2019,38.918591, -97.210524
WIN BUFFET,Routine,09/09/2019,81,3434,ILLINOIS,400,75211,3434 W ILLINOIS AVE 400,Sep 2019,FY2019,32.720256, -96.87734
B & P SNACKS,Routine,09/11/2019,88,13440,TI,#5,75243,13440 TI BLVD #5,Sep 2019,FY2019,32.930767, -96.748771
AMERICAS BEST WINGS,Routine,08/27/2019,90,655,ILLINOIS,#729,75224,655 W ILLINOIS AVE #729,Aug 2019,FY2019,32.720401, -96.831739
MARISCOS EL CHUY,Routine,08/24/2019,82,9757,WEBB CHAPEL,#A,75220,9757 WEBB CHAPEL RD #A,Aug 2019,FY2019,32.868548, -96.864806
FLO'S CAFE,Routine,09/06/2019,86,12271,COIT,,75251,12271 COIT RD,Sep 2019,FY2019,32.916413, -96.769283
FADI'S MEDITERRAIAN GRILL,Routine,08/26/2019,81,3001,KNOX,#110,75205,3001 KNOX ST #110,Aug 2019,FY2019,32.822258, -96.786641
PAPPAS BARBEQUE,Routine,09/05/2019,98,2231,NORTHWEST,,75220,2231 W NORTHWEST HWY,Sep 2019,FY2019,32.863811, -96.897676
DALLUL RESTAURANT,Routine,08/26/2019,73,13021,COIT,#9B,75075,13021 COIT RD #9B,Aug 2019,FY2019,32.925977, -96.769243
RAISING CANE'S CHICKEN FINGERS #313,Routine,08/13/2019,94,7345,GASTON,,75214,7345 GASTON AVE,Aug 2019,FY2019,32.811247, -96.729926
OJEDA'S,Routine,08/14/2019,89,4617,MAPLE,,75219,4617 MAPLE AVE,Aug 2019,FY2019,32.813191, -96.824677
EL SAVZ,Routine,08/18/2019,85,712,WALTON WALKER,#2A,75211,712 S WALTON WALKER BLVD #2A,Aug 2019,FY2019,32.737297, -96.918628
EL POLLO REGIO,Routine,09/03/2019,91,3130,NORTHWEST,,75220,3130 W NORTHWEST HWY,Sep 2019,FY2019,32.855102, -96.866944
H J BCF HOUSE,Routine,08/28/2019,72,6205,RL THORNTON,,75232,6205 S RL THORNTON FRWY,Aug 2019,FY2019,32.672282, -96.82295
ENO'S PIZZA TAVERN RESTAURANT,Routine,08/15/2019,85,3111,OLYMPUS,#110,75019,3111 OLYMPUS BLVD #110,Aug 2019,FY2019,0,0
CITY HOSPITAL AT WHITE ROCK,Routine,08/22/2019,96,9440,POPPY,,75218,9440 POPPY DR,Aug 2019,FY2019,32.835521, -96.705001
ASCENSION COFFEE,Routine,08/15/2019,89,3121,OLYMPUS,#170,75207,3121 OLYMPUS BLVD #170,Aug 2019,FY2019,0,0
GRANGE HALL,Routine,08/27/2019,92,4445,TRAVIS,,75205,4445 TRAVIS ST,Aug 2019,FY2019,32.82187, -96.791245
TACARIA,Routine,09/12/2019,78,8702,SPRING VALLEY,#D,75240,8702 SPRING VALLEY RD #D,Sep 2019,FY2019,32.93997, -96.752536
ELISHA PEASE ELEMENTARY,Routine,09/04/2019,96,2914,CUMMINGS,,75216,2914 CUMMINGS ST,Sep 2019,FY2019,32.698689, -96.773104
WHISTLE BRITCHES,Routine,08/12/2019,86,6110,FRANKFORD,,75252,6110 FRANKFORD RD,Aug 2019,FY2019,32.998174, -96.799763
LA QUINTA,Routine,08/14/2019,93,13175,CENTRAL,,75243,13175 N CENTRAL EXPW,Aug 2019,FY2019,32.927586, -96.761795
RICE BOX EXPRESS,Routine,09/05/2019,88,102,BELTLINE,,75253,102 S BELTLINE RD,Sep 2019,FY2019,32.702825, -96.586265
STEVE AND CAMMY'S ICE CREAM,Routine,08/27/2019,80,2839,CEDAR CREST,#100,75203,2839 CEDAR CREST BLVD #100,Aug 2019,FY2019,32.740883, -96.788793
TACO QUENTA,Routine,08/26/2019,80,2324,CLARENDON,,75208,2324 W CLARENDON DR,Aug 2019,FY2019,32.734726, -96.856405
PRESBYTERIAN HOSPITAL MAIN CAFE,Routine,08/28/2019,90,8200,WALNUT HILL,,75231,8200 WALNUT HILL LN,Aug 2019,FY2019,32.883139, -96.763574
LA CASITA,Routine,08/22/2019,91,13205,MAHAM,#A,75240,13205 MAHAM RD #A,Aug 2019,FY2019,32.928372, -96.761243
SK DONUTS,Routine,08/16/2019,90,5181,KELLER SPRINGS,#103,75248,5181 KELLER SPRINGS RD #103,Aug 2019,FY2019,32.968598, -96.820292
BARBACOA AGAVE,Routine,08/27/2019,88,9515,C F HAWN,,75217,9515 C F HAWN FRWY,Aug 2019,FY2019,32.70211, -96.658044
TOM THUMB #2642 DELI,Routine,08/28/2019,94,5809,LOVERS,,75206,5809 E LOVERS LN,Aug 2019,FY2019,32.851099, -96.766828
CHURCH'S CHICKEN #1687,Routine,09/12/2019,96,8080,FERGUSON,,75228,8080 FERGUSON RD,Sep 2019,FY2019,32.802896, -96.712473
WENDY KRISPIN CATERER,Routine,08/27/2019,93,528,HALL,,75226,528 S HALL ST,Aug 2019,FY2019,32.780706, -96.780438
MARISCO LA REYNA #5,Routine,09/09/2019,92,3349,ILLINOIS,,75211,3349 W ILLINOIS AVE,Sep 2019,FY2019,32.720383, -96.87783
YOU JIN BBQ CHICKEN,Routine,08/24/2019,78,2240,ROYAL,103,75229,2240 ROYAL LN 103,Aug 2019,FY2019,32.895489, -96.903189
CHEF'S GALLERY RESTAURANT,Routine,09/09/2019,84,8080,PARK,#3,75231,8080 PARK LN #3,Sep 2019,FY2019,42.265521, -83.600883
SMALL BREW PUB,Routine,08/27/2019,69,333,JEFFERSON,,75208,333 W JEFFERSON BLVD,Aug 2019,FY2019,41.673083, -86.185559
LA MADELEINE,Routine,08/13/2019,90,8687,CENTRAL,640,75225,8687 N CENTRAL EXPW 640,Aug 2019,FY2019,32.869358, -96.770707
CHILDREN'S -TOWER 111B,Routine,09/05/2019,93,1935,MEDICAL DISTRICT,,75235,1935 MEDICAL DISTRICT DR,Sep 2019,FY2019,32.8088, -96.83618
ZODIAC ROOM,Routine,08/07/2019,91,400,NORTHPARK,3RD F,75225,400 NORTHPARK S/C 3RD F,Aug 2019,FY2019,37.030659, -99.9874
RUGGERI'S PRESTON ROYAL RESTAURANT,Routine,09/13/2019,85,5950,ROYAL,#A,75230,5950 ROYAL LN #A,Sep 2019,FY2019,32.894764, -96.805045
WHITNEY YOUNG ELEMENTARY,Routine,09/06/2019,95,4601,VETERANS,,75216,4601 VETERANS DR,Sep 2019,FY2019,32.696376, -96.784701
MARISCOS LA MAREA,Routine,08/19/2019,82,704,WALTON WALKER,#100,75211,704 S WALTON WALKER BLVD #100,Aug 2019,FY2019,32.737173, -96.920345
MEI MEI BUFFET,Routine,08/21/2019,80,10455,CENTRAL,123,75231,10455 N CENTRAL EXPW 123,Aug 2019,FY2019,32.888793, -96.77012
K'S HOUSE GRILL,Routine,08/22/2019,89,320,SINGLETON,#100,75212,320 SINGLETON BLVD #100,Aug 2019,FY2019,32.778588, -96.828614
TAVERNA PIZZEIA & RISOTTERIA,Routine,08/20/2019,90,3312,KNOX,,75205,3312 KNOX ST,Aug 2019,FY2019,32.411369, -84.950716
CADOT,Routine,08/26/2019,96,18111,PRESTON,#120,75252,18111 PRESTON RD STE #120,Aug 2019,FY2019,32.999578, -96.79715
BIRRIERIA AGUINAGA,Routine,09/03/2019,83,2829,NORTHWEST,#520,75220,2829 W NORTHWEST HWY #520,Sep 2019,FY2019,32.85752, -96.873062
HIPPO MART #1,Routine,09/12/2019,93,8003,FERGUSON,,75228,8003 FERGUSON RD,Sep 2019,FY2019,35.781965, -79.60419
NEIMAN MARCUS MERMAID BAR,Routine,08/07/2019,94,400,NORTHPARK,1ST F,75225,400 NORTHPARK S/C 1ST F,Aug 2019,FY2019,0,0
BURGER KING #13572,Routine,08/14/2019,81,6749,ABRAMS,,75231,6749 ABRAMS RD,Aug 2019,FY2019,32.865322, -96.743621
EL BOLERO,Routine,08/19/2019,85,1201,OAK LAWN,#160,75207,1201 OAK LAWN AVE #160,Aug 2019,FY2019,32.792974, -96.822674
NORTHWOOD CC EMPLOYEE LUNCHROOM,Routine,08/28/2019,98,6315,ALPHA,,75240,6315 ALPHA RD,Aug 2019,FY2019,32.933221, -96.796994
BIG BOYZ BEER/ WINE & GROCERIES LLC,Routine,08/21/2019,80,3500,ILLINOIS,,75216,3500 E ILLINOIS AVE,Aug 2019,FY2019,36.745014, -119.766002
BO-LEO'S TACO SHACK,Routine,08/22/2019,99,4300,PARRY,,75223,4300 PARRY AVE,Aug 2019,FY2019,32.785591, -96.763264
TOULOUSE,Routine,08/20/2019,87,3314,KNOX,,75205,3314 KNOX ST,Aug 2019,FY2019,32.823955, -96.790921
MAGUIRE'S RESTAURANT,Routine,09/11/2019,94,17552,DALLAS,,75287,17552 DALLAS PKWY,Sep 2019,FY2019,32.990131, -96.828758
HIGHLAND OAKS CHURCH OF CHRIST/FELLOWSHIP HALL,Routine,08/22/2019,90,10805,WALNUT HILL,,75238,10805 WALNUT HILL LN,Aug 2019,FY2019,32.87886, -96.694717
PARISH EPISCOPAL - SCHOOL CLASSROOM,Routine,09/09/2019,99,14115,HILLCREST,,75254,14115 HILLCREST RD,Sep 2019,FY2019,32.940863, -96.786257
THE SMOKEY JOES BBQ,Routine,08/28/2019,80,6407,RL THORNTON,,75232,6407 S RL THORNTON FRWY,Aug 2019,FY2019,32.670204, -96.822938
GET FRIED,Routine,08/08/2019,89,2656,MAIN,#130,75226,2656 MAIN ST #130,Aug 2019,FY2019,44.960163, -73.603512
DENNY'S #8607,Routine,08/16/2019,80,7425,BONNIE VIEW,#3,75241,7425 BONNIE VIEW RD #3,Aug 2019,FY2019,32.657999, -96.751032
CHURCH'S CHICKEN #201,Routine,08/21/2019,94,10295,FERGUSON,,75228,10295 FERGUSON RD,Aug 2019,FY2019,32.83427, -96.673672
JACK IN THE BOX #3865,Routine,09/11/2019,93,4313,ILLINOIS,,75211,4313 W ILLINOIS AVE,Sep 2019,FY2019,32.720419, -96.890611
INDIA CHAAT CAFE,Routine,08/12/2019,88,18101,PRESTON,#202,75252,18101 PRESTON RD #202,Aug 2019,FY2019,32.998852, -96.797507
COCINA LATINA,Routine,06/25/2019,84,2015,WOODALL RODGERS,,75201,2015 WOODALL RODGERS FRWY,Jun 2019,FY2019,32.789552, -96.802067
